0.312243	0.58034	5	5	0	0	0	0.312243	0.58034	0.6	0.6	5.19994	5.19994	0	0	0.00691132	0	0
0.734232	0.50065	5.74104	5.74103	0.0102692	0.00178873	0.0087686	0.862916	0.534212	0.859997	0.600045	5.19975	5.19975	0.00179686	0.000345566	0.0138215	0	1.96509
1.05771	0.522278	5.78379	5.78378	-0.00255405	-0.000441589	-0.00132344	1.17385	0.481073	1.11998	0.600225	5.19943	5.19943	0.00538996	0.00103664	0.0207296	0.825013	1.96509
1.28105	0.527523	5.14823	5.14814	0.0296841	0.00576593	-0.00962344	0.969149	0.397513	1.37996	0.600629	5.19899	5.19898	0.0107781	0.00207312	0.0276344	0.825013	3.99033
1.56997	0.547203	5.19254	5.19249	0.0214521	0.00413134	-0.0106498	1.65063	0.62469	1.6399	0.601347	5.19842	5.19839	0.0179597	0.00345484	0.0345348	0.734176	3.99033
1.82992	0.552209	5.2658	5.26516	0.0818016	0.0155351	0.0346237	1.62331	0.499091	1.89982	0.60247	5.19773	5.19766	0.0269323	0.00518158	0.0414297	0.734176	0.95767
2.11495	0.569721	5.2944	5.2932	0.112561	0.021262	0.0493371	2.18882	0.648739	2.1597	0.604086	5.19691	5.19678	0.0376932	0.00725307	0.0483182	0.640862	0.95767
2.33927	0.611548	5.18976	5.17538	0.386164	0.0744777	0.181056	1.96701	0.557117	2.41954	0.606284	5.19597	5.19573	0.0502389	0.00966898	0.0551989	0.640862	2.62833
2.60856	0.637187	5.20508	5.18622	0.442756	0.0851652	0.186264	2.65526	0.66598	2.67932	0.609155	5.19491	5.1945	0.0645654	0.0124289	0.062071	0.164077	2.62833
2.87474	0.650123	5.22429	5.20609	0.435737	0.0835029	0.162446	2.92034	0.645898	2.93904	0.612786	5.19372	5.19309	0.080668	0.0155325	0.0689333	0.164077	0.0814644
3.11239	0.66738	5.1944	5.17249	0.476502	0.0918629	0.161006	3.01222	0.637046	3.19869	0.617267	5.19241	5.19147	0.0985415	0.0189791	0.0757847	0.59189	0.0814644
3.39911	0.603916	5.22989	5.22846	0.122315	0.0233898	0.0145429	3.56096	0.485311	3.45825	0.622685	5.19097	5.18963	0.11818	0.0227684	0.0826241	0.59189	3.24636
3.70444	0.54159	5.28529	5.28213	-0.182883	-0.0346092	-0.0897429	3.89365	0.311793	3.71772	0.62913	5.18942	5.18754	0.139576	0.0268996	0.0894504	5.01138	3.24636
3.98279	0.579189	5.33628	5.33622	-0.0263016	-0.00492885	-0.0286009	4.19786	0.698311	3.97708	0.636689	5.18775	5.18519	0.162724	0.0313721	0.0962627	5.01138	1.77419
4.25902	0.57704	5.34919	5.34902	-0.0414936	-0.00775707	-0.0302933	4.30935	0.578564	4.23632	0.645449	5.18596	5.18256	0.187614	0.0361852	0.10306	0.134745	1.77419
4.51812	0.601456	5.31539	5.31526	0.0375722	0.00706863	-0.00510042	4.61908	0.68951	4.49542	0.655498	5.18405	5.17962	0.214238	0.0413382	0.10984	0.134745	0.803117
4.71094	0.682678	5.22218	5.21279	0.312927	0.0599586	0.0731211	4.35143	0.899174	4.75437	0.666921	5.18202	5.17634	0.242587	0.0468302	0.116604	9.75028	0.803117
4.96464	0.681694	5.16384	5.15673	0.270723	0.0524508	0.0563658	5.20901	0.66599	5.01315	0.679804	5.17988	5.1727	0.272649	0.0526604	0.123349	9.75028	2.0599
5.26875	0.679856	5.22309	5.21805	0.22945	0.043944	0.041398	5.51894	0.648233	5.27175	0.694234	5.17763	5.16867	0.304413	0.0588279	0.130074	3.36731	2.0599
5.52798	0.68849	5.2506	5.24525	0.236981	0.0451493	0.0402624	5.22834	0.639362	5.53013	0.710295	5.17526	5.16422	0.337868	0.0653316	0.136779	3.36731	1.51554
5.82515	0.699981	5.29576	5.29032	0.240146	0.0453624	0.0385084	6.022	0.708619	5.78828	0.728072	5.17278	5.15932	0.372999	0.0721706	0.143463	2.03406	1.51554
6.06907	0.646816	5.21751	5.2171	0.0655538	0.0125645	-0.0108358	5.89392	0.373584	6.04618	0.747647	5.1702	5.15393	0.409793	0.0793437	0.150124	2.03406	4.41117
6.32831	0.730834	5.21855	5.21096	0.281317	0.0539333	0.0471969	6.34249	0.948833	6.30379	0.769103	5.16751	5.14803	0.448233	0.0868499	0.156761	2.90343	4.41117
6.57963	0.758601	5.18237	5.17206	0.326655	0.0630738	0.0562783	6.62134	0.836138	6.5611	0.792523	5.16471	5.14157	0.488305	0.0946879	0.163373	2.90343	0.541917
6.83025	0.758911	5.17189	5.16323	0.299133	0.0578706	0.0452729	6.78214	0.714036	6.81808	0.817988	5.1618	5.13452	0.52999	0.102857	0.169959	0.241236	0.541917
7.07425	0.748064	5.08782	5.08228	0.237431	0.0466836	0.0263204	7.29121	0.630741	7.07469	0.845578	5.1588	5.12685	0.573269	0.111355	0.176519	0.241236	3.31966
7.29759	0.817998	5.0511	5.03576	0.393336	0.0779504	0.0667551	7.13735	0.957217	7.3309	0.875373	5.15569	5.11851	0.618123	0.120181	0.183051	2.57757	3.31966
7.58886	0.832563	5.15353	5.13807	0.398869	0.0774746	0.0617792	8.08349	0.819605	7.58668	0.907449	5.15249	5.10946	0.664531	0.129333	0.189554	2.57757	4.45325
7.84113	0.814734	5.14571	5.1359	0.31756	0.0617528	0.0365553	7.80533	0.719126	7.84199	0.941886	5.14919	5.09966	0.712469	0.138811	0.196027	0.631937	4.45325
8.09142	0.832637	5.08845	5.07797	0.32644	0.0641971	0.0367525	8.40453	0.884557	8.0968	0.978759	5.14579	5.08907	0.761915	0.148612	0.202468	0.631937	2.50642
8.33081	0.847808	5.07	5.059	0.333792	0.0658845	0.0366046	8.24796	0.840322	8.35106	1.01814	5.14231	5.07766	0.812843	0.158735	0.208879	0.359998	2.50642
8.59903	0.930627	5.15977	5.13372	0.517803	0.100523	0.0809685	8.45858	1.41118	8.60472	1.06011	5.13873	5.06537	0.865226	0.169179	0.215255	0.359998	6.63813
8.83792	0.986378	5.13935	5.10249	0.614376	0.11983	0.101228	8.74615	1.04858	8.85775	1.10473	5.13507	5.05216	0.919037	0.179942	0.221599	0.698312	6.63813
9.12671	1.02507	5.19543	5.15362	0.65784	0.12696	0.103595	9.8809	1.1419	9.1101	1.15208	5.13132	5.03798	0.974245	0.191022	0.227907	0.698312	6.82198
9.36526	1.05781	5.17104	5.12561	0.683926	0.13265	0.104441	9.25579	1.04913	9.36172	1.20223	5.12748	5.0228	1.03082	0.202417	0.234179	0.626902	6.82198
